token,token_en,pmi_label,lexicon_sign,contexts,llm_prompt
pakufa,at death,neutral,0,"[""@hatiperi_wacho Apa hanzi akangozvitanga after adzingwa basa.\r\nMamwe ma basa angori mariva atinenge tichiteyera toga tozoona tasvika pakufa  …"", ""@hatiperi_wacho Apa hanzi akangozvitanga after adzingwa basa.\r\nMamwe ma basa angori mariva atinenge tichiteyera toga tozoona tasvika pakufa  …"", ""@hatiperi_wacho Apa hanzi akangozvitanga after adzingwa basa.\r\nMamwe ma basa angori mariva atinenge tichiteyera toga tozoona tasvika pakufa  …""]","You are helping annotate a multilingual sentiment lexicon.
Word: pakufa
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
pakutaura,when speaking,negative,0,"[""@KMutisi @daddyhope @edmnangagwa @PastorEvanLive @SenateForeign Kudzai Mutisi is a Chameleon. Summersaulted in seconds kamwe pakutaura kuti  …"", ""@KMutisi @daddyhope @edmnangagwa @PastorEvanLive @SenateForeign Kudzai Mutisi is a Chameleon. Summersaulted in seconds kamwe pakutaura kuti  …"", ""@KMutisi @daddyhope @edmnangagwa @PastorEvanLive @SenateForeign Kudzai Mutisi is a Chameleon. Summersaulted in seconds kamwe pakutaura kuti  …""]","You are helping annotate a multilingual sentiment lexicon.
Word: pakutaura
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
palunch,palunch,negative,0,"[""Ndiani ari kudya kudya netea/coffee paLunch?\r\n\r\nNguva yese nguva yetii. https://t.co/oBSu69Z7dv"", ""@KudaMakoni18 @ShararaMufaro Varikutaura zvwmishonga inovatisa ipapo ipapo, sadza rekudya palunch ririkukwikwidza"", ""@KudaMakoni18 @ShararaMufaro Tirikuti sadza harifaniri kupiwa vashandi palunch munguva yekupisa😂, hazvisi mumabook asi tozviona mumabasa umu""]","You are helping annotate a multilingual sentiment lexicon.
Word: palunch
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
pamusha,at home,positive,0,"[""@RealTalkFadzie Eish, chidzidzo chekutarisira asi panogara mukudzokera kune izvi. Tora pamusha pamunhu, pamazuva ano pamazuva ose. Vanhu hav …"", ""Chikwata chepamusoro soro changa chiri muHarare, muZimbabwe nhasi, pamusha pezvidhoma, St. George's College, muHarare akabata basa remutambo …"", ""@nickmangwana Dzikubvepi mbudzi dzese idzo 🤣🤣🤣 550000 .kwakambonzi nhiyo 10 pamisha 3 million kukanzi miti gumi pamusha 🤣🤣🤣 ityai mwari imi. …""]","You are helping annotate a multilingual sentiment lexicon.
Word: pamusha
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
pamushandi,at a staff,positive,0,"[""@kamunda_fainos @ccc_harare @advocatemahere @Cde_Ostallos @nelsonchamisa @MutasaPeter @CucsmanM @Hannah61804866 @NgarivhumeJacob @politemadz …"", ""@kamunda_fainos @ccc_harare @advocatemahere @Cde_Ostallos @nelsonchamisa @MutasaPeter @CucsmanM @Hannah61804866 @NgarivhumeJacob @politemadz …""]","You are helping annotate a multilingual sentiment lexicon.
Word: pamushandi
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
panhamba,on the number,positive,0,"[""@dtmudhlanadzo @hatiperi_wacho @wode_maya Zvekusabudisa masongs kwake hazvinei nekugona or kusagona kwake. Zvinorevei kuva 'Muimbi'? Hauvhai …"", ""Kune mawigi enyu ese please tibatei paWhatsApp kana kufona panhamba dzinoti +263778511700.tiri online store tinoendesa 🚚 mutown (Harare) kun …"", ""@dtmudhlanadzo @hatiperi_wacho @wode_maya Zvekusabudisa masongs kwake hazvinei nekugona or kusagona kwake. Zvinorevei kuva 'Muimbi'? Hauvhai …""]","You are helping annotate a multilingual sentiment lexicon.
Word: panhamba
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
papayaisa,Papayaisa,negative,0,"[""@baba_nyenyedzi Pill inovava yekupedza kuvava kwemushonga wawakamboita ? Tiratidze kwakamboshanda kuti kukwereta uye kuteya mariri? At least …"", ""@baba_nyenyedzi Pill inovava yekupedza kuvava kwemushonga wawakamboita ? Tiratidze kwakamboshanda kuti kukwereta uye kuteya mariri? At least …"", ""@baba_nyenyedzi Pill inovava yekupedza kuvava kwemushonga wawakamboita ? Tiratidze kwakamboshanda kuti kukwereta uye kuteya mariri? At least …""]","You are helping annotate a multilingual sentiment lexicon.
Word: papayaisa
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
paripo,it is available,neutral,0,"[""@Tapiwatan @baba_nyenyedzi Kwosese kusimbisa nemhiri, ripo paripo kukwereta nemitengo mutengo chaiwo uye kuita purofiti nepo vanoisa mari, m …"", ""@Tapiwatan @baba_nyenyedzi Kwosese kusimbisa nemhiri, ripo paripo kukwereta nemitengo mutengo chaiwo uye kuita purofiti nepo vanoisa mari, m …"", ""@Tapiwatan @baba_nyenyedzi Kwosese kusimbisa nemhiri, ripo paripo kukwereta nemitengo mutengo chaiwo uye kuita purofiti nepo vanoisa mari, m …""]","You are helping annotate a multilingual sentiment lexicon.
Word: paripo
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
parizvino,at the moment,positive,0,"[""Tarisa uone mufananidzo weZim Cyber-City Domestic T10 pakati peHarare Kings naTakashinga Patriots 2.\r\n\r\n@hararekings akahwina toss oye a pod …"", ""Parizvino ndawana idzi mustock. IHarare neByo. Ndokumbira utorezve mutengi wangu, ikazi yoga, ingadai iri paTL yako. Ivai nesvondo revaro. h …"", ""Parizvino Deaf Zimbabwe Trust iri kuita zveScreen Online Project’s Sign Language yakabatana neChildline Zimbabwe, Tree of Life neHarare Inst …""]","You are helping annotate a multilingual sentiment lexicon.
Word: parizvino
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
paside,bottom,negative,0,"[""@prince_mkuta plan to see it muine rekuzoona paside koz ha kutumwa pawaka shinga shadaya."", ""@prince_mkuta plan to see it muine rekuzoona paside koz ha kutumwa pawaka shinga shadaya."", ""@hatiperi_wacho ma teachers akudzidzisa vana vedu deserve a raise😂kubvunza mubereki kuti chinhu ichi ndechei (purpose) vanhu kwakutiudza kwa …""]","You are helping annotate a multilingual sentiment lexicon.
Word: paside
Language: Shona
English gloss: Bottom
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
pasocialism,pasocialism,negative,0,"[""@baba_nyenyedzi Pill inovava yekupedza kuvava kwemushonga wawakamboita ? Tiratidze kwakamboshanda kuti kukwereta uye kuteya mariri? At least …"", ""@baba_nyenyedzi Pill inovava yekupedza kuvava kwemushonga wawakamboita ? Tiratidze kwakamboshanda kuti kukwereta uye kuteya mariri? At least …"", ""@baba_nyenyedzi Pill inovava yekupedza kuvava kwemushonga wawakamboita ? Tiratidze kwakamboshanda kuti kukwereta uye kuteya mariri? At least …""]","You are helping annotate a multilingual sentiment lexicon.
Word: pasocialism
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
pastage,pasture,neutral,1,"[""@TallSlimPapi @TatendaCourage @OudyWaters @bellagushaz Musanyanya kuona maOnline shows munozofunga kuti pastage hapana vanhu. Zvekutaridzwa  …"", ""@TallSlimPapi @TatendaCourage @OudyWaters @bellagushaz Musanyanya kuona maOnline shows munozofunga kuti pastage hapana vanhu. Zvekutaridzwa  …"", ""@TallSlimPapi @TatendaCourage @OudyWaters @bellagushaz Musanyanya kuona maOnline shows munozofunga kuti pastage hapana vanhu. Zvekutaridzwa  …""]","You are helping annotate a multilingual sentiment lexicon.
Word: pastage
Language: Shona
English gloss: Pasture
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 1 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
pava,they are,positive,0,"[""@mdc263 @Tinei2010 @DMwonzora Check e trend of votes uchazotenda hako pava paya,vanhu Havana kupusa wangu kana wazogara"", ""@mdc263 @Tinei2010 @DMwonzora Check e trend of votes uchazotenda hako pava paya,vanhu Havana kupusa wangu kana wazogara"", ""@panashedave I saw Mike Tyson this other day muBata achiyedza ma bumper and pava paya vari busy nezvavaiita.""]","You are helping annotate a multilingual sentiment lexicon.
Word: pava
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
pavo,them,positive,0,"[""@RealTalkFadzie Ivo amwene vachigarireiko mumba me muroora? Aaah veduwe kuomesera mwana wevanhu. Kana vachitogona business she shld move out …"", ""@AdvocatetheLib1 @nelsonchamisa @joechamvari Chamisa anopa vanhu BP wena, sorry hako shaa-a, zve politics zvinotemesa musoro. Ko, Mutangamir …"", ""@AdvocatetheLib1 @nelsonchamisa @joechamvari Chamisa anopa vanhu BP wena, sorry hako shaa-a, zve politics zvinotemesa musoro. Ko, Mutangamir …""]","You are helping annotate a multilingual sentiment lexicon.
Word: pavo
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
pazbc,pazbc,neutral,0,"[""@bmusonza @Eye_vm @SimbaWasu PaZbc inongobuditsa vanhu vachitaura zvenyikadzawo hanzi ati Zimbabwe Sanctions\r\nBring V11"", ""@bmusonza @Eye_vm @SimbaWasu PaZbc inongobuditsa vanhu vachitaura zvenyikadzawo hanzi ati Zimbabwe Sanctions\r\nBring V11"", ""@bmusonza @Eye_vm @SimbaWasu PaZbc inongobuditsa vanhu vachitaura zvenyikadzawo hanzi ati Zimbabwe Sanctions\r\nBring V11""]","You are helping annotate a multilingual sentiment lexicon.
Word: pazbc
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
pedu,to us,negative,0,"[""@VantaPhasma @Masports_atanga @_dxffodil Shadaya habatike, vana tsuro vamwe ava vanongoposta vakafongorera camera ngavambobva pamberi pedu a …"", ""@RMajongwe @Revchivaviro @TMuparinga @King22Mabusa Kana tichine vanhu vakadai pakati pedu never expect anything good from the Lord, blasphem …"", ""@musoro_bhangu_ Mai Jean vepa next pangu vanonyeba kuti vakuenda ku all night varipa den pedu""]","You are helping annotate a multilingual sentiment lexicon.
Word: pedu
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
pedzezvo,it is,negative,0,"[""#Zimbabwe #CCCZimbabwe yagara ichiita zvekutonga nyaya iyi asi yakaitwa yekugadzira zvakaitwa nekugadzira VaChamisa mumusha wekushandisa ped …"", ""@ChimhamhaZw As a gvt wat has Zanu pf done except looting, plunging us into poverty, pedzezvo isu motipa zvima t-shirt ma cup esimbi, imi va …"", ""@ChimhamhaZw As a gvt wat has Zanu pf done except looting, plunging us into poverty, pedzezvo isu motipa zvima t-shirt ma cup esimbi, imi va …""]","You are helping annotate a multilingual sentiment lexicon.
Word: pedzezvo
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
peer,peer,positive,0,"[""@magic_wacho Now days mastreets anenzaa aya...Vana vevhu vakuda mariii...Plus peer pressure yakwadzwa vana vevhu........🤣🤣pane kanyaya kepa  …"", ""@tinotendamach22 Kudya sadza is peer pressure"", ""@tinotendamach22 Kudya sadza is peer pressure""]","You are helping annotate a multilingual sentiment lexicon.
Word: peer
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
percentage,percentage,negative,0,"[""Makambozvionaka kuti the great percentage vanhu vanokupa pressure do to more vasitorinao chavanacho vane vachinyepera kufenda zvawanzwa."", ""@Mundirangarireo @TateTee89 @ElliotLinksync @ShadayaKnight Taida entology uye epistemology ye ese. Haungoti vanhu vanodya sadza vese mapenzi …"", ""@Mundirangarireo @TateTee89 @ElliotLinksync @ShadayaKnight Taida entology uye epistemology ye ese. Haungoti vanhu vanodya sadza vese mapenzi …""]","You are helping annotate a multilingual sentiment lexicon.
Word: percentage
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
perish,perish,negative,0,"[""@ngaanyan Learn or Perish Shadaya akadaro"", ""@EdmundKudzayi Pavaiti mhuri yese will perish hamhuna kupanzwa here mukoma wangu. Iyo mhosva. Unoziva here kuti mimwe mitemo haitevedzwe muZ …"", ""@ngaanyan Learn or Perish Shadaya akadaro""]","You are helping annotate a multilingual sentiment lexicon.
Word: perish
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
petty,petty,neutral,0,"[""@The_Bans @KuleVeZaka_ Iye kuzviitira izvi hazvisati zvashanda...shadaya is and for the long term will be a hot topic...if anything it's rat …"", ""@The_Bans @KuleVeZaka_ Iye kuzviitira izvi hazvisati zvashanda...shadaya is and for the long term will be a hot topic...if anything it's rat …"", ""@The_Bans @KuleVeZaka_ Iye kuzviitira izvi hazvisati zvashanda...shadaya is and for the long term will be a hot topic...if anything it's rat …""]","You are helping annotate a multilingual sentiment lexicon.
Word: petty
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
pill,pill,negative,0,"[""@baba_nyenyedzi Pill inovava yekupedza kuvava kwemushonga wawakamboita ? Tiratidze kwakamboshanda kuti kukwereta uye kuteya mariri? At least …"", ""@baba_nyenyedzi Pill inovava yekupedza kuvava kwemushonga wawakamboita ? Tiratidze kwakamboshanda kuti kukwereta uye kuteya mariri? At least …"", ""@baba_nyenyedzi Pill inovava yekupedza kuvava kwemushonga wawakamboita ? Tiratidze kwakamboshanda kuti kukwereta uye kuteya mariri? At least …""]","You are helping annotate a multilingual sentiment lexicon.
Word: pill
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
positions,positions,neutral,0,"[""@MemberFrancky @chitowamombe14 @Tinashe_Maburu Iro ibhinya asi vana kuti Gore paapinda Kimmich anga a pakati.. Switching positions dzemid... …"", ""@MemberFrancky @chitowamombe14 @Tinashe_Maburu Iro ibhinya asi vana kuti Gore paapinda Kimmich anga a pakati.. Switching positions dzemid... …"", ""@MemberFrancky @chitowamombe14 @Tinashe_Maburu Iro ibhinya asi vana kuti Gore paapinda Kimmich anga a pakati.. Switching positions dzemid... …""]","You are helping annotate a multilingual sentiment lexicon.
Word: positions
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
potse,miss,positive,-1,"[""@arshavinashle @hatiperi_wacho @wode_maya Haa imi Winky D & Jah Prayzah have the same amount of songs potse potse Winky D atone more songs s …"", ""@arshavinashle @hatiperi_wacho @wode_maya Haa imi Winky D & Jah Prayzah have the same amount of songs potse potse Winky D atone more songs s …"", ""@arshavinashle @hatiperi_wacho @wode_maya Haa imi Winky D & Jah Prayzah have the same amount of songs potse potse Winky D atone more songs s …""]","You are helping annotate a multilingual sentiment lexicon.
Word: potse
Language: Shona
English gloss: Miss
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: -1 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
potse,miss,positive,-1,"[""@arshavinashle @hatiperi_wacho @wode_maya Haa imi Winky D & Jah Prayzah have the same amount of songs potse potse Winky D atone more songs s …"", ""@arshavinashle @hatiperi_wacho @wode_maya Haa imi Winky D & Jah Prayzah have the same amount of songs potse potse Winky D atone more songs s …"", ""@arshavinashle @hatiperi_wacho @wode_maya Haa imi Winky D & Jah Prayzah have the same amount of songs potse potse Winky D atone more songs s …""]","You are helping annotate a multilingual sentiment lexicon.
Word: potse
Language: Shona
English gloss: Miss
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: -1 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
potse,miss,positive,-1,"[""@arshavinashle @hatiperi_wacho @wode_maya Haa imi Winky D & Jah Prayzah have the same amount of songs potse potse Winky D atone more songs s …"", ""@arshavinashle @hatiperi_wacho @wode_maya Haa imi Winky D & Jah Prayzah have the same amount of songs potse potse Winky D atone more songs s …"", ""@arshavinashle @hatiperi_wacho @wode_maya Haa imi Winky D & Jah Prayzah have the same amount of songs potse potse Winky D atone more songs s …""]","You are helping annotate a multilingual sentiment lexicon.
Word: potse
Language: Shona
English gloss: miss
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: -1 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
potse,miss,positive,-1,"[""@arshavinashle @hatiperi_wacho @wode_maya Haa imi Winky D & Jah Prayzah have the same amount of songs potse potse Winky D atone more songs s …"", ""@arshavinashle @hatiperi_wacho @wode_maya Haa imi Winky D & Jah Prayzah have the same amount of songs potse potse Winky D atone more songs s …"", ""@arshavinashle @hatiperi_wacho @wode_maya Haa imi Winky D & Jah Prayzah have the same amount of songs potse potse Winky D atone more songs s …""]","You are helping annotate a multilingual sentiment lexicon.
Word: potse
Language: Shona
English gloss: miss
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: -1 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
prefect,prefect,negative,0,"[""@KMutisi @CCCZimbabwe Activiprenuer...... vamwe vange varikwa Blinken vachitaurira vamwe. Ma prefect eh nyama"", ""@KMutisi @CCCZimbabwe Activiprenuer...... vamwe vange varikwa Blinken vachitaurira vamwe. Ma prefect eh nyama"", ""Ko ED akaita sei kunze kwekupfeka scarf iya? Ko Mthuli akazoitei zvino rutsanga zvinotakura nekupfeka magirazi kunge prefect wechikoro? Յիսո …""]","You are helping annotate a multilingual sentiment lexicon.
Word: prefect
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
prie,to,neutral,0,"[""@thabanimnyama @Mamoxn Wakasununguka kutaura zvese munin'ina 😂😂😂, zvauri wokupedzisira Zpff ayo kuti unoziva kuti havasi vanhu vari right.\r\n …"", ""@thabanimnyama @Mamoxn Wakasununguka kutaura zvese munin'ina 😂😂😂, zvauri wokupedzisira Zpff ayo kuti unoziva kuti havasi vanhu vari right.\r\n …""]","You are helping annotate a multilingual sentiment lexicon.
Word: prie
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
pwere,youth,negative,1,"[""@Tadiewanashe1 @GodfreyMuchie63 @nelsonchamisa Uyo musiye anoda kufudziswa mombe kana tiri padare rakadai.haridi pwere"", ""@tinoe8123 @ShadayaKnight Vana vadiki dzinenge pwere...."", ""@mamoyo93 @FaffieManhuhwa Waziva here kuti chinopa kuti vana vaparare chii ? Ndiyo nhau imwechete yarehwa nevamwe, hutsanana hwakapfurikidza …""]","You are helping annotate a multilingual sentiment lexicon.
Word: pwere
Language: Shona
English gloss: youth
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 1 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
quad,quad,neutral,0,"[""📱 Huawei P40 lite\r\n💾 128gb Rom/ 6gb Ram\r\n🗓Released: 27 February 2020\r\n📷 Quad Camera\r\n☝️Side Mounted Finger Print\r\n🔋 Li-Po 4200 mAh, non-remo …"", ""@nelsonchamisa 10 rows by 37 columns gives 370 people you can double treble or quad that hapana vanhu. Camera basa vakuru"", ""@nelsonchamisa 10 rows by 37 columns gives 370 people you can double treble or quad that hapana vanhu. Camera basa vakuru""]","You are helping annotate a multilingual sentiment lexicon.
Word: quad
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
quart,quart,positive,0,"[""@lionel_sauro @CastleLagerZW @rentAcarZWE Apa kunditengera quart rangu nekuti ndauya ne idea\r\n\r\nMunobuda tsano @CastleLagerZW honai brand am …"", ""@ShadayaKnight Barman ipa @ShadayaKnight quart, famba naro shoko Shadaya"", ""@ShadayaKnight Barman ipa @ShadayaKnight quart, famba naro shoko Shadaya""]","You are helping annotate a multilingual sentiment lexicon.
Word: quart
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
que,what,positive,0,"[""@KhloeBaba @CBZHoldings @BancabcZW @CabsZimbabwe kkkkk cbz masvingo gweru worse!! the unoswera pa que"", ""eu amo meu namorado amo o jeito que ele me trata amo o jeito que ele me baba n poderia ter alguém melhor que ele na vida"", ""eu amo meu namorado amo o jeito que ele me trata amo o jeito que ele me baba n poderia ter alguém melhor que ele na vida""]","You are helping annotate a multilingual sentiment lexicon.
Word: que
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
raanoenda,raanoenda,negative,0,"[""@shoxxman @Munyah16871948 Haana kana cent raanoenda naro uyu"", ""@Thickiana2001 @ggtheking05 Haana denga raanoenda uyu. Dai zvisina basa dai Kristu akazvarwa nemunhu asiri virgin ."", ""@shoxxman @Munyah16871948 Haana kana cent raanoenda naro uyu""]","You are helping annotate a multilingual sentiment lexicon.
Word: raanoenda
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
rabies,rabies,neutral,0,"[""@muchara_stanley @newton_zw Egh hazvireve kuti kana imbwa ichizogona kuita rabies yaapamba iwe chigara wstenga chimbwampemgo, pachichapengaw …"", ""@muchara_stanley @newton_zw Egh hazvireve kuti kana imbwa ichizogona kuita rabies yaapamba iwe chigara wstenga chimbwampemgo, pachichapengaw …"", ""@muchara_stanley @newton_zw Egh hazvireve kuti kana imbwa ichizogona kuita rabies yaapamba iwe chigara wstenga chimbwampemgo, pachichapengaw …""]","You are helping annotate a multilingual sentiment lexicon.
Word: rabies
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
