text,label,text_en
@TheLifeZoomer Havazourayane here Baba neMwana?,neutral,@TheLifeZoomer Won't Father and Son kill each other?
Vanhu ne ma relationship kuse hahaha ayas,negative,People and relationships tomorrow hahaha ayas
@Mr_Mhere Nyaradzaiwo mwana veduwe 🤣,neutral,@Mr_Mhere comfort your child 🤣
Mabasa hakuna hako asi as a clever man invest in a beautiful wife musimboti ukafa vana vako havashaye step father 👨‍👩‍👧‍👦 🤣 https://t.co/CDdm3FL7yq,positive,Jobs are not necessary but as a clever man invest in a beautiful wife the principle is that if you die your children will not need a step father 👨‍👩‍👧‍👦 🤣 https://t.co/CDdm3FL7yq
@deankanz @T_a_t_e_n_d_a Kwirai vanhu,neutral,@deankanz @T_a_t_e_n_d_a Come on people
imbomirai kunyepera vana kuti vese vachaita mapilot nyika ine ndege 1,negative,"stop lying to children that they will all become pilots, the country has 1 plane"
@KanetaTinashe Wifey tovaka vana mom vafa,negative,"@KanetaTinashe Wifey, we will raise children, mom is dead"
@MuzororiWinston @lynnkudzie @RealTalkFadzie Saka motogara in that situation simply because vanhu vanozotii eh okay,neutral,@MuzororiWinston @lynnkudzie @RealTalkFadzie So stay in that situation simply because people will say oh okay
"@edmnangagwa Talking nothing, taneta kunyengwa mukanwa baba",negative,"@edmnangagwa Talking nothing, we are tired of being lied to, father"
"@Acegahh @thabanimnyama @rayvinesmelusi Haikona kufurira mwana iwe. Imhosva kwese kwaunoenda. MuZimbabwe zvanyanya.

Poster iwewe ne account isiri ghost zvaposwa nempfana uyu. Musadaro so.",negative,"@Acegahh @thabanimnyama @rayvinesmelusi You can't influence a child. It's crime everywhere you go. In Zimbabwe it is too much.

The poster you and the non-ghost account was posted by this guy. Don't do that."
@madzi_Daddy @Chris_Drphilzw Anotorwara nepfungwa mrume uyu,negative,@madzi_Daddy @Chris_Drphilzw This man is mentally ill
Kumba kwedu kwashanya vaenzi so My little cousins ​​​​vakurwirana kurara pasi izvezvi mumwe atsamwa.,negative,We have guests at our house so My little cousins ​​​​are fighting to sleep on the floor and one is angry.
@iam_kingbee Kana ma corn flakes ne cerevita haana kudya uyo,negative,@iam_kingbee Or the corn flakes and cerevita he didn't eat
"Aimbova maimbova weMugovera wekugadzirira, VaConstantino Chiwenga, Amai Marry Mubaiwa, vakadimburwa ruoko rwerudyi neChishanu. Akabatwa nekutarisa che<em>acute lymphoedema uye zvikumbiro kukurumidza kukurumidza kuSouth Africa nematare.
@MarryMubaiwa https://t.co/bNtEjmcKSw",negative,"The former host of Saturday's preparation, Mr. Constantino Chiwenga, Mrs. Marry Mubaiwa, had her right hand amputated on Friday. He was diagnosed with acute lymphoedema and requests for urgent treatment in South Africa and the courts.
@MarryMubaiwa https://t.co/bNtEjmcKSw"
@Tafadzwa____ @terryndoro hona malessons awakupinza vanhu muma streets,neutral,@Tafadzwa____ @terryndoro look at the lessons you brought people to the streets
@jojoe_luv_ Inyoka vanhu ivavo,negative,@jojoe_luv_ Those people are snakes
"@joseph_kalimbwe @KandishayaTaura @BrianVahombe1 @Gindagoria Unoswazika kutanga izwi rekuti ""izve"" here?. Unoti engage zvine rukudzo, kana uchitaura nevanhu kuti ""Mbavha"". Ukwane muzukuru waMbuya.",negative,"@joseph_kalimbwe @KandishayaTaura @BrianVahombe1 @Gindagoria Do you have trouble starting the word ""is""?. You say engage with respect, when you call people ""Thief"". Ukwane Grandmother's grandson."
@zeekthefire @elias_mambo @ReserveBankZIM Vanhu ava varikutiomesera....ummm inflate prices of tenders go get mny ku auction..,neutral,@zeekthefire @elias_mambo @ReserveBankZIM These people are making it difficult for us....ummm inflate prices of tenders go get mny at auction..
@TjTaps @CucsmanM @daddyhope Vhara gaba rako siya vanhu vavhote usaise ma silly theories akare we need to be optimistic. Kana usingade kuvhota nyarara,negative,"@TjTaps @CucsmanM @daddyhope Close your can and let the people vote, don't put old silly theories, we need to be optimistic. If you don't want to vote, keep quiet"
@mutserendende Anoita nezveiko uyu,neutral,@mutserendende This is what he does
"@bmusonza @Eye_vm @SimbaWasu PaZbc inongobuditsa vanhu vachitaura zvenyikadzawo hanzi ati Zimbabwe Sanctions
Bring V11",neutral,"@bmusonza @Eye_vm @SimbaWasu On Zbc it only shows people talking about the country and they say Zimbabwe Sanctions
Bring V11"
@Merlik__ Ndinokunzwisisa. ! 100% apa kanenge kasiya chikafu mubowel. Kangu madzibaba ma doormat ese anoiswa na mhoms😂😂,negative,"@Merlik__ I understand you. ! 100% of the time it leaves food in the bowel. My fathers, all the doormats are put by moms😂😂"
Sales Administrator - Creative Auto Sales HARARE - Isu kutsvaga vane simba oye vanoenda-vanotora vamiriri kuti vajoine kambani iye ndiye anobudirira & kubudirira kwekambani pakati pevatsvakirire vanopikisa. https://t.co/NOzRSaH5UF #jobs,positive,Sales Administrator - Creative Auto Sales HARARE - We are looking for dynamic and go-getting agents to join the company who is the most effective & successful company among the opposing candidates. https://t.co/NOzRSaH5UF #jobs
"@Dark_N_Luvly1 ZviGame izvi, hazvisi zvevanhu vane vanhu vavo sha😂",negative,@Dark_N_Luvly1 These games are not for people who have their own people
@asikudziebj1 Chi game chacho chinodhonora zara.... panoda kupfeka iri safety shoe,negative,@asikudziebj1 What a game it sucks.... you need to wear this safety shoe
"Handinyatso nzwisisa zviono kana ndikaita ndosakandiita votanga kutaura shit nezvangu, unonditorei?

Iwe ndiwe bluetick me bluetick iwe
Unopindura after 9 hrs ndinoita zvimwe chete
You goodnight me na1800hrs ndinodzorera
 
skweya skweya",negative,"I don't really understand the visions if I do it and they don't do it and they start talking shit about me, why do you take me?

You are bluetick me bluetick you
You answer after 9 hrs, I do the same
You goodnight me at 1800hrs I return
 
square square"
"@greyzephyr1 Ko asi Bota hamuna kudya henyu here?  (In Tinashe Mugabe's voice)

Munyaviri wangu unopera don't worry.🤣🤣",negative,"@greyzephyr1 What about Bota, haven't you eaten yet? (In Tinashe Mugabe's voice)

My love is gone don't worry.🤣🤣"
"Head Occupational Therapist x 1 | Hot Zimbabwe Jobs
Iye anenge aripo nepamusoro peaine Dhigirii re #OccupationalTherapy
#Harare

https://t.co/rqMVaoUQ54",negative,"Head Occupational Therapist x 1 | Hot Zimbabwe Jobs
He currently holds a Degree in #OccupationalTherapy
#Harare

https://t.co/rqMVaoUQ54"
@controlla__zw Magps manyama baba 😂,negative,@controlla__zw Magps manya dad 😂
@MunyahTaderera Shadaya i celeb here ?,neutral,@MunyahTaderera Is Shadaya a celebrity?
@Tynoe97 Vanhu vari singu monzwisa tsitsi,negative,@Tynoe97 People are lonely and feel sorry for them
@musoro_bhangu_ @The_Bans zvinenge zvakapera baba,neutral,@musoro_bhangu_ @The_Bans it's almost over dad
@ChihuriAugustin Chembera mushe iwe chisekuru potera zvakanaka makapera panonaka kudhara mbavha iwe,negative,"@ChihuriAugustin Get old, old man, and live well, you are a good old thief"
"@terryndoro @iammisstc Aiwa ini andikujaidze zvisina basa
Siya mwana iwe",positive,"@terryndoro @iammisstc No, I'll make you feel useless
Leave the child alone"
@Bryt_Gp @daddyhope 🤣🤣🤣Amesegnalew. vanokumanikidza kudya mari yako nhai,negative,@Bryt_Gp @daddyhope 🤣🤣🤣Amesegnalew. They force you to eat your money
"@KanitoKaro @mafirakureva_ @lindiwe_rue Tese tiri pakuda kusara ne emptiness yekuziva kuti I messed up and munhu unotoita nharo because your honor is at stake asi in practical terms ,making long term plans munhu ane plan B,C,D uye ajaira kuti ""Murume anouya mumwe"" ibenzi.",negative,"@KanitoKaro @mafirakureva_ @lindiwe_rue We are all about to be left with the emptiness of knowing that I messed up and people argue because your honor is at stake but in practical terms, making long term plans, a person has plan B,C,D and is used to saying ""The man comes one"" is a fool."
"@TMunengoni Haa unozvinyepera iwewe, chamisa  ashaisa zanu pf hope, kkkkk kusvika vaakuformer awesome ma ccc nana ngaapinde hake mkomana kkkkkk,",negative,"@TMunengoni Oh, you're lying to yourself, chamisa, don't give up on your dream, kkkkk, until he forms you awesome ccc nana, let the boy come in kkkkkkk,"
"@TafadzwaMugwadi @nelsonchamisa Mapenzi ese maparadza zvese muZimbabwe kukurukurirana, mabasa, mafungu, zvivakwa, zvifambiso,
2023 kunze kune yakanaka Heartless",negative,"@TafadzwaMugwadi @nelsonchamisa All you fools have destroyed everything in Zimbabwe communication, jobs, waves, buildings, transport,
2023 out for the good Heartless"
Mangwanani a #WCW inoenda kunhasi vangu vakanaka uye vakakomborerwa @veggiecroc and @Sokostina I adore you vana Mwenewazvo 🌻💖. https://t.co/HxARNL6fVA,positive,The morning of #WCW goes to today my beautiful and blessed @veggiecroc and @Sokostina I adore you Mwenewazvo kids 🌻💖. https://t.co/HxARNL6fVA
@KaelaMiky amana  . . . . . vanhu vakunetsa kuwana ava😂😂😂😂,negative,@KaelaMiky amana . . . . . people have trouble finding these 😂😂😂😂
"@NativeNdebele @Ossie_Ozwa Ukaona bhaisikopo: Law abiding citizen unotoziva kuti ukarwisa ukatunda, zuva maku attackawo u need to relax and say nhasi vandibata. Kana ukabiridzira gara wakagadzirira kubiridzirwa. Zvino shinga uye uenderere mberi. Mukadzi akangobvira avhurira mombe pa Munda zvadhakwa",negative,"@NativeNdebele @Ossie_Ozwa If you've seen the movie: Law abiding citizen, you already know that if you attack and win, the day you attack too, you need to relax and say today they caught me. If you cheat, be prepared to be cheated. Now take courage and go ahead. The woman just opened the cattle on Munda after being drunk"
@BeholdTendai @Enimbi @hurungwefarmer Vanhu vakatobva kwaMutare nemaGonyeti saka gara pasi https://t.co/0XvMbfIdNk,positive,@BeholdTendai @Enimbi @hurungwefarmer People have already left Mutare and Gonyeti so sit down https://t.co/0XvMbfIdNk
@AlexEnyinnia mafungiro avo vaomberereyi mawoko. https://t.co/39bxj5P1If,neutral,@AlexEnyinnia applaud their attitude. https://t.co/39bxj5P1If
"Samsung Galaxy A53 5G 
Available Instore | Only $390
12 Months Warranty
Free Home and Office Delivery in Harare
Contact Sales | 0780773357

#techinc #techinczw #Harare #smartphonesinharare #SamsungA53
#Zimbabwe #trending #explorepage #techzim #galaxystore #iclickzw #samsungzw https://t.co/wjm8sAyTMp",positive,"Samsung Galaxy A53 5G
Available Instore | Only $390
12 Months Warranty
Free Home and Office Delivery in Harare
Contact Sales | 0780773357

#techinc #techinczw #Harare #smartphonesinharare #SamsungA53
#Zimbabwe #trending #explorepage #techzim #galaxystore #iclickzw #samsungzw https://t.co/wjm8sAyTMp"
@ebrxhiim04 😂😂 Coach naye akazi uyu ngarambe less than 45 mins,positive,@ebrxhiim04 😂😂 Coach and this woman should stay less than 45 mins
@DarkForceGirl01 Eeeh let me mind my own business kamusikana kekupa vanhu bhasera kekuma microwave ako kakandiblocker,negative,@DarkForceGirl01 Eeeh let me mind my own business little girl who gives people a microwave oven she blocked me
"Mangwanani ega ega ndinomuka ndine chishamiso kana ndiri mupenyu kuti ndione mambakwedza, asi namhlanje rega rega rinouya rugwaro.
Nhasi masvitsa makore gumi pamakandisiya baba ,I really miss you father 😔 am lonely in this world, continue resting in peace 🕊️✌️",positive,"Every morning I wake up with a miracle if I am alive to see the dawn, but today every scripture comes.
Today marks 10 years since you left me father, I really miss you father 😔 am lonely in this world, continue resting in peace 🕊️✌️"
@Veewedecor Ngaamwe mvura and try ndorani herb to curb mhepo/air iri mudumbu cz mhepo ikawanda mudumbu unoita puff n poo inonhuwa cz inenge yakachengetwa for a long time,negative,@Veewedecor Drink some water and try to drink herb to curb air/air in the stomach cz if there is too much air in the stomach you will puff n poo will smell cz it will be stored for a long time
@ChihuriAugustin Chocha haaite zvisina basa izvi imi vana @TafadzwaMugwadi,negative,"@ChihuriAugustin Chocha doesn't do this for nothing, you guys @TafadzwaMugwadi"
@Mukaranga3 Ndedze kuti uuye ndikupe umwe mwana 😂😂😂😂😂😂,negative,@Mukaranga3 I want you to come and give me another child 😂😂😂😂😂😂
@gkarani1 Kumamisha kune zero tillage muharare ndomavari kuita pfumvudza vana veshoroma vamwe tichigwesha,negative,"@gkarani1 In the villages where there is zero tillage in the countryside, that's where they make the children of the poor, while we brush"
@TeeMyst @terryndoro Hakuna Blessing. I don’t trust vanhu vane mazita echirungu,neutral,@TeeMyst @terryndoro No Blessing. I don't trust people with English names
@Yvie_Bae Mwari huyai vanhu vaye vatanga,neutral,"@Yvie_Bae God, come on, those people have started"
"@Theo_Rusike Ndiye wacho uyu arikuramba 2K, apa akadzidza paMSU😂😂😂 https://t.co/hLZAgYmvEC",neutral,"@Theo_Rusike This is the one who is rejecting 2K, here he studied at MSU😂😂😂 https://t.co/hLZAgYmvEC"
"@KiloJoe @RealTalkFadzie Munotorerei vana vevamwe kana musingava koshese, ingogaraika nanaMai venyu ivavo.",neutral,"@KiloJoe @RealTalkFadzie You take other people's children if you are not worth anything, just live with that mother of yours."
"Unoziva here kuti vasikana vari kuita bonde nekusvirwa kunobuda nako tsvina vachiramba vari vemhandara ahhh vanhu vacho havachatye ,",negative,"Do you know that the girls who are having sex with the excrement come out with the excrement while still being virgins ahhh the people are not afraid anymore,"
@we_are_0ne1 @tudzaa 🤣🤣🤣🤣wakauya ne mwana paTwitter here.....ita mushe,negative,@we_are_0ne1 @tudzaa 🤣🤣🤣🤣 did you bring a baby on Twitter.....be nice
@Mukaranga3 Unosvikepi uchingochinja vanhu,neutral,@Mukaranga3 Where do you end up changing people?
"@zimbeliefs Aaah ,nhasi regai ndidye sadza rangu ndakanyarara. Kuda chaiko kkkk",positive,"@zimbeliefs Aaah, today let me eat my bread in silence. I really like it"
@Charega1 Coz kuCCC kune vanhu vakangwara. Kujoiner zanu hakudi show off kana drama. Unongobatana chinyararire. Haana kumbotora muromo pomuromo CCC regalia.,positive,@Charega1 Coz at CCC there are smart people. Your joiner doesn't need a show off or drama. You just connect silently. He never took the CCC regalia for granted.
Manje airasa nekuti Baba Harare havazonyengedzwi kutaura chirungu paruzhinji https://t.co/lhpHcymUEs,negative,Now he was throwing it away because Baba Harare will not be tricked into speaking English in public https://t.co/lhpHcymUEs
"@MaggieTsabora 😂😂😂

Vanhu vepano vanogona kunetsana newe shaa",negative,"@MaggieTsabora 😂😂😂

The people here can argue with you a lot"
@Thickiana2001 @james_mapany @KhalifaMu Like for real musadaro vamwe Amana.....more than 24 hrs naye mwana wevhu here.....,neutral,@Thickiana2001 @james_mapany @KhalifaMu Like for real don't do that to others Amana.....more than 24 hrs with her is she a child of earth.....
@zandatoto Munonyebererei kuzungaira. Imi MaZimbo siyai kunyorera munhu uyu paragraph ari kunyatsoziva zvinoitika uyu! Mmxa to you Zanda,negative,"@zandatoto You're sneaking around. You MaZimbo, stop writing a paragraph to this person who knows exactly what is going on! Thank you Zanda"
Aiwa chero pandaichachura nyama ndaisaba poto yese guys https://t.co/jIfgVXfu7k,positive,"No, whenever I was going to cook meat, I didn't use the whole pot guys https://t.co/jIfgVXfu7k"
@kairo_baba @Rocford0 @varidande @tudzaa tese tikapera kuita zvaunoda iwe tingakura here senyika,negative,"@kairo_baba @Rocford0 @varidande @tudzaa if we all stop doing what you want, can we grow as a country?"
@BorisCde @Zinasuzim @TereraiSithole @ngadziore @JosephNyamayaro @ZimEye @NewZimbabweCom @LHNewsZimbabwe @sedzejacob @KFRMugayi @paulmuchemwa2 Ndobasa rake iroro rega amamise vanhu vanomupinza busy and hafembere kut kunenoise ka,negative,"@BorisCde @Zinasuzim @TereraiSithole @ngadziore @JosephNyamayaro @ZimEye @NewZimbabweCom @LHNewsZimbabwe @sedzejacob @KFRMugayi @paulmuchemwa2 That's his job, let him stop the people who keep him busy and he won't make any noise"
"@Brendah0105 Zvishavane ine vana vanohura here iyo, 😂😂😂😂",negative,"@Brendah0105 Does Zvishavane have children who are prostitutes, 😂😂😂😂"
@xumbercymbotie @_fourzw @MurapaG Ndikutobvunza uyu akuti hapaperi kuti saka haasikufambira kuside ikoko kaa asiri Kuona ma works acho,negative,"@xumbercymbotie @_fourzw @MurapaG I'm asking the one who says he doesn't die, why isn't he taking you to that side and not seeing the works"
@rayvinesmelusi I have been reading every post guys kana Zanu pf government iri kuita iringana nemi.People are struggling shame imagine nhamo ine maZim ari Sa just because of Zanu pf poor governance.Mazanu maonero zvinhu kwete kushishidzira vanhu.,negative,@rayvinesmelusi I have been reading every post guys if the Zanu pf government is doing the same as you. People are struggling shame imagine the trouble with Zim just because of Zanu pf poor governance.
"@Brendah0105 Gweru urikusiya kupi...usasaize maSports..

Gweru neCape town same App Group",neutral,"@Brendah0105 Gweru where are you leaving... don't miss Sports..

Gweru and Cape town same App Group"
@mhofela_mhofu Vatanga vanhu vaya kufarisa,negative,@mhofela_mhofu They started making people happy
@chichie_vee Havana hama vana ivavoo,negative,@chichie_vee They don't have those four brothers
"@GrettelleG @blackheartdayve Ndakambonyora izvi paTwitter asi vanhu vazhinji havana kuterera, ndine intuition chimiro ....handina, sense right in him there is something bad about him. Jesu iyeti Im the Alpha & Omega in Rev. Asi pano vanhu vanoshivirira shadaya kunzi Alpha.",negative,"@GrettelleG @blackheartdayve I wrote this before on Twitter but many people didn't listen, I have an intuition style ....I don't, sense right in him there is something bad about him. Jesus is the Alpha & Omega in Rev. But here people tolerate shadaya to be called Alpha."
Ndiri kutsvaga vashandure vakatenderwa kosi yeSIYBVAKABVA imba. 🚩🚩🚩 https://t.co/04MXIJhC2j,negative,I am looking for certified translators for the SIYBVAKABVA home course. 🚩🚩🚩 https://t.co/04MXIJhC2j
Mpfanha wangu @kelsyjepy huya uwone mastriker manyama mangwana paChaminuka primary ⚽️⚽️⚽️ https://t.co/ZSUaVR9hZv,positive,My boyfriend @kelsyjepy come and see the real strikers tomorrow at Chaminuka primary ⚽️⚽️⚽️ https://t.co/ZSUaVR9hZv
@Manhims28854924 It's not good English kusvika makuringa ma ntsengo waLoose naLose...,positive,@Manhims28854924 It's not good English until you hear the words of Loose and Lose...
@waltermzembi @MunemboWe Tiudzeika imi ndimi ma dhokuta. Tirkutodawo mhinduro kubva kune vanhu vakaita semi.,negative,@waltermzembi @MunemboWe Tell us you are the doctors. We also need feedback from people like you.
@MakomboreroH @daddyhope @hwendec @nelsonchamisa @CCCZimbabwe Zvomogwa mombe dzichidhla chibagwe mumunda zhizha rikauya modhlei,neutral,@MakomboreroH @daddyhope @hwendec @nelsonchamisa @CCCZimbabwe The cows are eating corn in the field when summer comes
@Engineering_hun @stone_eaterIV Beer ne hazviwirirani its not a good idea kudhakwa around a pool https://t.co/u3nUaQSKyS,negative,@Engineering_hun @stone_eaterIV Beer doesn't mix its not a good idea to get drunk around a pool https://t.co/u3nUaQSKyS
@sthembisobc @waltermzembi Zvakaoma kuita vana muzvinafundo...ndinogara ndiine duramazwi rangu kkkkk,positive,@sthembisobc @waltermzembi It's hard to be a professor...I always have my dictionary kkkkk
@makakaseni Varume vakawanda vanozoti vandiende….,negative,@makakaseni Many men will ask me to leave....
"@MutasaPeter @TafadzwaMugwadi Say that again
Iye Tafadzwa anofunga kuti kuva beneficiary of Corruptionsipo kuti he own Zimbabwe never",neutral,"@MutasaPeter @TafadzwaMugwadi Say that again
Tafadzwa thinks that being a beneficiary of Corruptionsippo that he owns Zimbabwe never"
Chinhu chichauraya vanhu nekuda mari iiii (ABWA ) sezvakaita Beven capital 😂thank me later,negative,Something that will kill people because of money (ABWA) like Beven capital 😂thank me later
@ChirereTanatswa @Veelo_zw @brian_jethro Shadaya ane mapoints wangu uyo ​​​​hapana chawakawana,negative,@ChirereTanatswa @Veelo_zw @brian_jethro Shadaya has my points and you have nothing
"@daddyhope Be careful nana @MakomboreroH , nzira mbiri dzekuti vanhu veZANU PF vacheme, muchuse nekutyisisisa nekusungwa. CCC is heavily infiltrated, Chamisa is right to be structurelessless.",negative,"@daddyhope Be careful nana @MakomboreroH , two ways for ZANU PF people to cry, cussing and threatening and arresting. CCC is heavily infiltrated, Chamisa is right to be structureless."
"@Kays_wacho Huh harare ine nharo,ndakanzwa kunzi 1000rands it's 100usd manje kuno bhuruwayo kwakamama vanhu vanotya kujutwa 1000rands kuno it's 45usd🤣🤣😂",negative,"@Kays_wacho Huh harare is controversial, I heard it was said 1000rands it's 100usd now here in the village there are people who are afraid of being told 1000rands here it's 45usd🤣🤣😂"
@nickmangwana Kutonga nyika kusvika maita matalks nemastudents haaaa nyika ino ndeyematalks shuwa. Polad irikutiiko mazuvano,neutral,"@nickmangwana Ruling the country until you have talks with the students, haaa this country is all about talks. Where is Polad now?"
@Lee_Ann_Cara Haasiwo mashambadziro aunoita musangano chepamusoro musangano uyu.,neutral,@Lee_Ann_Cara This is not the way you advertise at a high level meeting.
"@antomukuwa Babe uya anoonererwa, That guy should start to go for ma lessons a Shadaya.",neutral,"@antomukuwa That babe is watched, That guy should start to go for Shadaya's lessons."
@Unclepetso1 Vanhu veku gokwe ndovachakubvisai cde,neutral,@Unclepetso1 The people of Gokwe will take you away cde
"Mutungamiriri wenyika, Dr ED Mnangagwa, vadzoka kubva kumusangano mukuru weUnited Nations General Assembly. صبح صوت صفح صوت صوت صوت صورد قد صرفت صوت موسی داده مردم. Izvi zvinotevera zvichange zvakarongwa neMubhabhatidzi wevakafa https://t.co/ybwBtL6ljL",positive,"The President of the country, Dr ED Mnangagwa, has returned from the United Nations General Assembly. صوب صوت صفح صوت صوت صوت صورد قد سرفت صوت موسي دائة مردم. The following will be organized by the Baptist of the dead https://t.co/ybwBtL6ljL"
"@_MakdShelby Even the bible says vanhu vanhu vaparara nekushaya zivo, you come here parading against what is good not jus in culture but to God for the sake of likes Hayas.",negative,"@_MakdShelby Even the bible says people are ruined by lack of knowledge, you come here parading against what is good not jus in culture but to God for the sake of likes Hayas."
@KanetaTinashe 3 and 4. 1 and 2 Vave vanhu vakuru vachazviponesa...,positive,@KanetaTinashe 3 and 4. 1 and 2 They have become adults and will save themselves...
Handiziye hangu the proper definition of a wife material lady... Buh inzwaika ma sadza eaters beab ane ma glabellar lines haaa iyeye maya haasi,neutral,I don't know the proper definition of a wife material lady... Buh it sounds sadza eaters beab has glabellar lines haha ​​that's not Maya
@KuleVeZaka_ Kuvharisa Shadaya hakuite nekuti meseji yake iri mukutumira yese.,positive,@KuleVeZaka_ Blocking Shadaya is not possible because her message is in the whole post.
Ukuparadzanisa misha ye vanhu hobho https://t.co/9CKeeCTXQn,negative,You are tearing apart people's homes https://t.co/9CKeeCTXQn
@Bachi263 Kick it or like it baba ndibaba .. Happy birthday,positive,@Bachi263 Kick it or like it daddy is daddy .. Happy birthday
@mhofela_mhofu @joseph_kalimbwe 😂😂😂😂😂 haana kana maBasics ekuti magetsi anobvepi .. akufunga Lungu aigara nawo mumba achinyima vanhu,negative,@mhofela_mhofu @joseph_kalimbwe 😂😂😂😂😂 has no basics for where the lights come from you are thinking lumba abroad to hang people
"Ndakutyira vana vedu ava kuna honourable uku 😅
#PARTYcipate #Shoko2022 https://t.co/PofxXchTzs",negative,"I am worried about our children this honorable 😅
#PARTYcipate #Shoko2022 https://t.co/PofxXchTzs"
"@ndaba_gatsheni @ BaggioFN @ daddyhope @ JoeBiden Chinoparadza benzi usave kupfurwa anovenga unofa neshungu, harare iri kuita zvirinani pane jorburg zvino iguta rakurirwa nehutsotsi hwemhando yakasvibirwa ndinoreva kuti kuJorburg kuJorburg kushata kumisa kumoto. muCBD, SA inyika yevatorwa, vanhu vese vane nyota yeropa",negative,"@ndaba_gatsheni @ BaggioFN @ daddyhope @ JoeBiden What destroys a fool don't be shot a hater you will die of grief, Harare is doing better than jorburg now it is a city overrun by crime of the green type I mean in Jorburg in Jorburg it is bad to stop fire. in the CBD, SA is a land of foreigners, all people are thirsty for blood"
@lamTalcey Panenge pakaipa but hatizoshaye plan vanhu vangashandisa kuti vadye mupunga,neutral,@lamTalcey It's bad but we won't need a plan that people can use to eat rice
@kuekue45 Saka ukuti shadaya anovharira babe rake kupi nemadiro aanoriita,positive,@kuekue45 So where does Shadaya lock up his father and what he does to me
@shamie_shamaine @zimlive Unenge uchiziva vanhu vaeakadya navo mari,negative,@shamie_shamaine @zimlive You must know the people he spent money with
"@saloe2398 🤣😂🤣😂
Hanzi ndakazvigarira kumba kwede pasina wandambodenha",positive,"@saloe2398 🤣😂🤣😂
I didn't stay at home without anyone challenging me"
@richsibling once i turned that page ndakutoona kuti kana 2k haibude kuenda kumba kwavo 😂😂😂 handina hope nazvo,negative,@richsibling once I turned that page I already saw that if 2k doesn't go out to their house 😂😂😂 I can't sleep about it
@Stavoo23 Haa its obvious you will find yourself in situations ane vanhu 😂,positive,@Stavoo23 Haa its obvious you will find yourself in situations with people 😂
@kingelnathan Aaah!tane gore mai mwana manje🤣🤣🤣,positive,"@kingelnathan Aaah! It's been a year now, baby 🤣🤣🤣"
"@ReignMelanin Kungotsvaga kuda kusekesa vana kuchikoro chete, nxa",negative,@ReignMelanin Just trying to make the kids laugh at school
@antomukuwa @Felicity191022 @EniasGutsa Thus why vanhu vachizozviisa tambo kuzvisungirira zvemoyo ma 1 wangu 🤣🤣,negative,@antomukuwa @Felicity191022 @EniasGutsa So why do people use strings to hang themselves from my heart 🤣🤣
"15 Kupiwa mari yekubatsira vanhu vemuHarare. Mari yekusarudza kuswa mu forex nekuti maizvo zvakafanira kuunganidza forex
Mareti zvirokwazvo ano quality mu rtgs
@cohsunshinecity https://t.co/0d9hhogBQH",neutral,"15 Giving money to help the people of Harare. Money to choose grass in forex because it is necessary to accumulate forex
Rates are definitely quality in rtgs
@cohsunshinecity https://t.co/0d9hhogBQH"
@don_t_scarface @donald_taku Becz baba namai vanenge vachigwavha saka vakanonoka mumastreets vanoshaya zvekupa vana kumba 😭😭,positive,@don_t_scarface @donald_taku Becz father and mother are busy so they stay late in the streets and have nothing to give the children at home 😭😭
"@NgozoPardon @Erniejo77270484 @ZalerahMakari @KanengoniIsiah @ChapoteraKevin, varume ndapota ndibatsireiwo kubvunza muchinda uyu aripano parikuitika zvemazuva ano neurbanization. Kuchererwa zvibhorani zvisingabude mvura is not modernisation. Robhoti reKuisirwa harina kumbouya pedyo nekusimudzirwa kwemuchakabvu.",neutral,"@NgozoPardon @Erniejo77270484 @ZalerahMakari @KanengoniIsiah @ChapoteraKevin, guys, please help me ask this prince what is happening today with urbanization. Drilling boreholes that do not produce water is not modernisation. The Implant Robot never came close to improving the old one."
"Chitungwiza municipality put up a board yakanzi welcome to Chitungwiza last week, nhasi chamuka chakanzi Free Wiwa 😂😂😂😂😂😂😂😂😂",positive,"Chitungwiza municipality put up a board called welcome to Chitungwiza last week, today it was called Free Wiwa 😂😂😂😂😂😂😂😂😂"
@Edias22636522 @SithDarthRetro usatuke vanhu,neutral,@Edias22636522 @SithDarthRetro don't insult people
@turf_dappa Uku kutaura kwemunhuba kunoshanda mu butcher anomarinater vana ne doro … the truth of the matter is kana achinwa doro ziva kuti at one point adhakwa zvekuti ndabva ndabatwa lol lol,negative,"@turf_dappa This talk of a thief works in a butcher who marinates children with alcohol... the truth of the matter is if he drinks alcohol, know that at one point he is so drunk that I am hooked lol lol"
@ShamisoAnitah Muri serious here imi vanhu,negative,@ShamisoAnitah Are you serious people?
@IanSmiththe3rd Vakaora vanhu ava,negative,@IanSmiththe3rd These people are rotten
"@Leokoni @nelsonchamisa @edmnangagwa No chamisa is failing local Authorities. Izvezvi maslay queen dzanjuzu dzemusewage, no garbage collection, makomba. Ndiye mucherechedzo wekukundikana",negative,"@Leokoni @nelsonchamisa @edmnangagwa No Chamisa is failing local authorities. These are the slay queens of sewage, no garbage collection, pits. He is the symbol of failure"
"@Ndi_Sandra Ah dai ndirini mai moyoka, ndakabva ndarwadziwa. Manyorerwo akaitwa iyo post virus. Achazvidemba lol.",negative,"@Ndi_Sandra Oh, if I were you, my dear, I was hurt. How the post virus was written. He will regret it lol."
